,id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
29966,tr29967,61, ?,69285, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,37, United-States, <=50K
29967,tr29968,26, Private,491862, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29968,tr29969,40, Private,311534, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
29969,tr29970,32, Self-emp-not-inc,420895, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,47, United-States, <=50K
29970,tr29971,39, Private,226374, 10th,6, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
29971,tr29972,33, Federal-gov,101345, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29972,tr29973,35, Private,48779, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
29973,tr29974,42, Private,152676, HS-grad,9, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
29974,tr29975,46, Private,164877, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
29975,tr29976,33, Private,97521, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
29976,tr29977,47, Private,88564, 5th-6th,3, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
29977,tr29978,33, Private,188246, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29978,tr29979,26, Private,189185, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
29979,tr29980,42, State-gov,163069, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
29980,tr29981,28, Private,251905, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
29981,tr29982,29, Private,112403, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, ?, <=50K
29982,tr29983,18, Private,36882, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
29983,tr29984,33, Self-emp-not-inc,195891, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
29984,tr29985,36, Private,194905, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Female,0,0,44, United-States, <=50K
29985,tr29986,33, Private,133503, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,7688,0,48, United-States, >50K
29986,tr29987,40, Private,31621, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29987,tr29988,57, Self-emp-not-inc,413373, Doctorate,16, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
29988,tr29989,40, Private,196029, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,0,0,45, United-States, <=50K
29989,tr29990,36, Private,107302, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
29990,tr29991,45, Private,151267, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, >50K
29991,tr29992,52, Private,256861, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
29992,tr29993,24, Private,82777, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
29993,tr29994,30, Private,147430, HS-grad,9, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29994,tr29995,28, ?,60726, HS-grad,9, Never-married, ?, Own-child, Black, Male,0,0,40, United-States, <=50K
29995,tr29996,46, Self-emp-not-inc,165754, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
29996,tr29997,36, Private,448337, HS-grad,9, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
29997,tr29998,48, Private,185079, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
29998,tr29999,36, Private,418702, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29999,tr30000,48, Private,41504, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
30000,tr30001,21, Private,387335, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,1719,9, United-States, <=50K
30001,tr30002,18, Private,261720, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30002,tr30003,38, Private,133963, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
30003,tr30004,66, ?,357750, 11th,7, Widowed, ?, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30004,tr30005,36, State-gov,179488, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,55, United-States, >50K
30005,tr30006,38, Private,60135, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
30006,tr30007,55, Self-emp-not-inc,308746, Prof-school,15, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States, >50K
30007,tr30008,27, Private,278720, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
30008,tr30009,22, State-gov,477505, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30009,tr30010,29, Private,164711, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
30010,tr30011,40, Private,208277, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
30011,tr30012,21, Private,39943, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
30012,tr30013,49, Private,104542, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30013,tr30014,29, Private,286634, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
30014,tr30015,28, Private,142712, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
30015,tr30016,26, Private,336404, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
30016,tr30017,33, Private,117983, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,41, United-States, <=50K
30017,tr30018,72, ?,108796, Prof-school,15, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K
30018,tr30019,59, Private,59469, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Iran, <=50K
30019,tr30020,37, Private,171968, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
30020,tr30021,56, ?,119254, 10th,6, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
30021,tr30022,27, Private,278617, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30022,tr30023,39, Private,72338, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
30023,tr30024,49, Local-gov,343231, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,80, United-States, <=50K
30024,tr30025,30, Private,63910, HS-grad,9, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30025,tr30026,28, Private,190350, 9th,5, Married-civ-spouse, Protective-serv, Wife, Black, Female,0,0,40, United-States, <=50K
30026,tr30027,25, State-gov,176162, Bachelors,13, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
30027,tr30028,18, Private,37720, 10th,6, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
30028,tr30029,25, Private,421467, Assoc-acdm,12, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,26, United-States, <=50K
30029,tr30030,36, Private,138441, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
30030,tr30031,52, Private,146767, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
30031,tr30032,20, ?,369678, 12th,8, Never-married, ?, Not-in-family, Other, Male,0,1602,40, United-States, <=50K
30032,tr30033,25, Private,160445, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30033,tr30034,26, Private,211695, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
30034,tr30035,50, Private,102346, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,2415,20, United-States, >50K
30035,tr30036,48, Private,128796, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30036,tr30037,39, Private,111129, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30037,tr30038,30, Local-gov,44566, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30038,tr30039,26, Private,118497, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
30039,tr30040,49, Private,237920, Doctorate,16, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
30040,tr30041,34, Local-gov,136331, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
30041,tr30042,28, Private,187397, HS-grad,9, Never-married, Other-service, Other-relative, Other, Male,0,0,48, Mexico, <=50K
30042,tr30043,28, Self-emp-not-inc,119793, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30043,tr30044,26, Self-emp-not-inc,231714, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30044,tr30045,54, Private,229272, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
30045,tr30046,61, Self-emp-not-inc,268831, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,53, United-States, <=50K
30046,tr30047,45, Self-emp-not-inc,149640, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, >50K
30047,tr30048,29, Private,261725, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
30048,tr30049,74, Private,161387, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,16, United-States, <=50K
30049,tr30050,61, Local-gov,260167, HS-grad,9, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
30050,tr30051,27, Private,200928, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,22, United-States, <=50K
30051,tr30052,53, Federal-gov,155594, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30052,tr30053,57, Self-emp-not-inc,79539, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30053,tr30054,41, Private,469454, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30054,tr30055,45, Private,331482, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
30055,tr30056,43, Private,225193, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30056,tr30057,26, ?,370727, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,1977,40, United-States, >50K
30057,tr30058,29, Private,82393, HS-grad,9, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, Philippines, <=50K
30058,tr30059,65, ?,37170, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States, <=50K
30059,tr30060,41, Private,58484, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
30060,tr30061,31, Local-gov,156464, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, ?, <=50K
30061,tr30062,50, Private,344621, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
30062,tr30063,52, Private,174752, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
30063,tr30064,18, Self-emp-inc,174202, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
30064,tr30065,26, Private,261203, 7th-8th,4, Never-married, Other-service, Unmarried, Other, Female,0,0,30, ?, <=50K
30065,tr30066,57, Private,316000, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30066,tr30067,63, State-gov,216871, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1740,40, United-States, <=50K
30067,tr30068,29, Private,246933, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, Mexico, <=50K
30068,tr30069,32, Self-emp-not-inc,112115, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K
30069,tr30070,34, Private,264651, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
30070,tr30071,43, Private,99185, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,58, United-States, <=50K
30071,tr30072,28, Private,100219, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
30072,tr30073,32, Private,46691, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30073,tr30074,28, State-gov,297735, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,90, United-States, <=50K
30074,tr30075,40, Private,132222, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,50, United-States, >50K
30075,tr30076,25, Private,189656, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,60, United-States, >50K
30076,tr30077,54, Local-gov,224934, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
30077,tr30078,48, Self-emp-inc,149218, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
30078,tr30079,51, Private,158508, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,36, United-States, <=50K
30079,tr30080,67, State-gov,261203, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
30080,tr30081,17, Private,309504, 10th,6, Never-married, Sales, Unmarried, White, Female,0,0,24, United-States, <=50K
30081,tr30082,24, State-gov,324637, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30082,tr30083,25, Private,267426, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30083,tr30084,68, ?,229016, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,25, United-States, <=50K
30084,tr30085,54, Private,46401, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,47, United-States, <=50K
30085,tr30086,32, Private,114288, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
30086,tr30087,61, ?,203849, Some-college,10, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
30087,tr30088,41, Federal-gov,193882, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
30088,tr30089,53, Private,311269, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30089,tr30090,45, Private,156117, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K
30090,tr30091,64, ?,169917, 7th-8th,4, Widowed, ?, Not-in-family, White, Female,0,0,4, United-States, <=50K
30091,tr30092,51, Private,222615, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
30092,tr30093,41, State-gov,106900, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
30093,tr30094,40, Federal-gov,78036, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,65, United-States, >50K
30094,tr30095,27, Private,380560, HS-grad,9, Never-married, Farming-fishing, Other-relative, White, Male,0,0,40, Mexico, <=50K
30095,tr30096,41, Private,167106, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,3103,0,35, Philippines, >50K
30096,tr30097,51, Private,289436, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
30097,tr30098,36, Private,749636, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30098,tr30099,34, Self-emp-inc,154120, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,55, United-States, <=50K
30099,tr30100,43, Private,105119, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
30100,tr30101,61, Federal-gov,181081, HS-grad,9, Divorced, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
30101,tr30102,31, Private,182237, 10th,6, Separated, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
30102,tr30103,34, Private,102130, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
30103,tr30104,43, Private,266324, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,99, United-States, >50K
30104,tr30105,52, Private,170562, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30105,tr30106,18, Private,240543, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
30106,tr30107,37, Federal-gov,187046, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30107,tr30108,60, Private,389254, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
30108,tr30109,21, Private,197997, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
30109,tr30110,34, Self-emp-inc,343789, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,55, United-States, >50K
30110,tr30111,28, Private,191088, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,1741,52, United-States, <=50K
30111,tr30112,40, Local-gov,141649, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
30112,tr30113,26, Private,433906, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30113,tr30114,48, Private,207982, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
30114,tr30115,46, Private,175925, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
30115,tr30116,58, Private,85767, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
30116,tr30117,32, Self-emp-inc,281030, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30117,tr30118,90, ?,313986, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K
30118,tr30119,38, Private,396595, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
30119,tr30120,20, ?,189203, Assoc-acdm,12, Never-married, ?, Not-in-family, White, Male,0,0,20, United-States, <=50K
30120,tr30121,43, Self-emp-not-inc,163108, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
30121,tr30122,17, Private,141590, 11th,7, Never-married, Priv-house-serv, Own-child, White, Female,0,0,12, United-States, <=50K
30122,tr30123,36, Private,137421, 12th,8, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,45, ?, <=50K
30123,tr30124,36, Private,67728, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, Italy, <=50K
30124,tr30125,30, Private,345522, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,3103,0,70, United-States, >50K
30125,tr30126,45, Private,330087, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30126,tr30127,51, Self-emp-not-inc,204322, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
30127,tr30128,29, Private,50295, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
30128,tr30129,35, Self-emp-not-inc,147258, Assoc-voc,11, Never-married, Farming-fishing, Own-child, White, Male,0,0,65, United-States, <=50K
30129,tr30130,19, Private,194260, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
30130,tr30131,56, Private,437727, 9th,5, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30131,tr30132,64, ?,34100, Some-college,10, Widowed, ?, Not-in-family, White, Male,0,0,4, United-States, <=50K
30132,tr30133,62, ?,186611, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
30133,tr30134,24, Private,280960, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,24, United-States, <=50K
30134,tr30135,33, Private,33117, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
30135,tr30136,43, Private,169628, Bachelors,13, Never-married, Sales, Unmarried, Black, Female,0,0,35, United-States, >50K
30136,tr30137,22, State-gov,124942, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
30137,tr30138,44, Private,143368, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,55, United-States, <=50K
30138,tr30139,37, Private,255621, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
30139,tr30140,34, Self-emp-inc,154227, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,75, United-States, <=50K
30140,tr30141,43, Private,171438, Assoc-voc,11, Separated, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
30141,tr30142,39, Private,191524, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30142,tr30143,30, Private,377017, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,32, United-States, <=50K
30143,tr30144,58, Private,192806, 7th-8th,4, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,33, United-States, <=50K
30144,tr30145,31, ?,259120, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,10, United-States, <=50K
30145,tr30146,45, Local-gov,234195, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
30146,tr30147,30, Private,147596, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
30147,tr30148,42, Private,147251, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,36, United-States, <=50K
30148,tr30149,50, Private,176157, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30149,tr30150,25, Local-gov,176162, Assoc-voc,11, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
30150,tr30151,34, Private,384150, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30151,tr30152,72, ?,82635, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
30152,tr30153,60, State-gov,165827, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
30153,tr30154,41, Private,287306, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
30154,tr30155,71, Self-emp-not-inc,78786, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,10, United-States, <=50K
30155,tr30156,40, Self-emp-not-inc,33310, Prof-school,15, Divorced, Other-service, Not-in-family, White, Female,0,2339,35, United-States, <=50K
30156,tr30157,22, Private,349368, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
30157,tr30158,52, Private,117674, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
30158,tr30159,30, Private,310889, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,55, United-States, <=50K
30159,tr30160,36, ?,187167, HS-grad,9, Separated, ?, Not-in-family, White, Female,0,0,30, United-States, <=50K
30160,tr30161,40, Private,379919, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30161,tr30162,31, Federal-gov,34862, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30162,tr30163,44, Private,201723, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
30163,tr30164,38, Local-gov,161463, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
30164,tr30165,46, Private,186410, Prof-school,15, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
30165,tr30166,57, Federal-gov,62020, Prof-school,15, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,55, United-States, >50K
30166,tr30167,39, Private,42044, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
30167,tr30168,42, Private,170230, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, >50K
30168,tr30169,22, Private,199426, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,17, United-States, <=50K
30169,tr30170,44, Private,89172, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
30170,tr30171,22, ?,148955, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,0,15, South, <=50K
30171,tr30172,37, Private,140673, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
30172,tr30173,20, ?,71788, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,18, United-States, <=50K
30173,tr30174,26, State-gov,326033, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,80, United-States, <=50K
30174,tr30175,35, Private,129305, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
30175,tr30176,28, Private,171067, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
30176,tr30177,34, Private,143582, Some-college,10, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Japan, <=50K
30177,tr30178,17, ?,171461, 10th,6, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
30178,tr30179,18, Private,257980, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
30179,tr30180,25, Private,182866, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
